N,occurrence_id,classification,type_of_occurrence,localization,fu,country,aerodrome,occurrence_day,time,under_investigation,investigating_command,investigation_status,report_number,published_report,publication_day,recommendation_amount,aircrafts_involved,takeoff,extraction_day
475,50991,ACCIDENT,UNKNOWN,COTRIGUACU,MT,BRAZIL,****,24/02/2014,09:00:00,YES,SERIPA-6,FINISHED,-,-,-,0,1,-,30/07/2016
476,31875,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CUIABA,MT,BRAZIL,****,17/02/2008,13:00:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,1.0,30/07/2016
477,45267,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CUIABA,MT,BRAZIL,****,12/11/2011,20:00:00,YES,SERIPA-6,IN PROGRESS,-,-,-,0,1,-,30/07/2016
478,44001,SERIOUS INCIDENT,ABOUT LANDING GEAR,CUIABA,MT,BRAZIL,****,05/03/2011,13:30:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
479,40652,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CUIABA,MT,BRAZIL,SJCY,30/04/2010,19:00:00,YES,SERIPA-6,FINISHED,-,-,-,0,1,1.0,30/07/2016
480,49751,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CUIABA,MT,BRAZIL,SJCY,18/09/2013,11:30:00,YES,SERIPA-6,FINISHED,-,1.0,28/04/2014,0,1,-,30/07/2016
481,27410,SERIOUS INCIDENT,ABOUT LANDING GEAR,PARINTINS,AM,BRAZIL,SWPI,03/07/2006,10:40:00,YES,SERIPA-7,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
482,44606,ACCIDENT,LOSS OF CONTROL IN THE AIR,DIAMANTINO,MT,BRAZIL,****,05/06/2011,19:30:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
483,53178,ACCIDENT,LOSS OF CONTROL IN THE AIR,DIAMANTINO,MT,BRAZIL,****,23/03/2015,17:15:00,YES,SERIPA-6,IN PROGRESS,-,-,-,0,1,-,30/07/2016
484,32035,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,DIAMANTINO,MT,BRAZIL,****,30/03/2008,10:30:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
485,46444,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,PAUINI,AM,BRAZIL,SWUI,22/08/2012,18:51:00,YES,SERIPA-7,FINISHED,-,1.0,19/09/2013,3,1,-,30/07/2016
486,43732,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,PAUINI,AM,BRAZIL,SWUI,27/01/2011,21:30:00,YES,SERIPA-7,FINISHED,-,1.0,30/06/2011,1,1,-,30/07/2016
487,53491,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,PAUINI,AM,BRAZIL,****,30/09/2015,14:30:00,YES,SERIPA-7,IN PROGRESS,-,-,-,0,1,-,30/07/2016
488,47647,ACCIDENT,SYSTEM / COMPONENT FAILURE,ARAGUARI,MG,BRAZIL,SNAG,16/02/2013,20:45:00,UNKNOWN,SERIPA-3,-,-,-,-,0,1,-,30/07/2016
489,53180,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARAGUARI,MG,BRAZIL,****,28/03/2015,18:52:00,YES,SERIPA-3,FINISHED,-,1.0,07/07/2016,0,1,-,30/07/2016
490,27489,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARAGUARI,MG,BRAZIL,****,16/08/2006,16:50:00,YES,SERIPA-3,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
491,35255,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMAQUA,RS,BRAZIL,****,19/02/2009,12:30:00,YES,SERIPA-5,FINISHED,-,1.0,24/09/2010,1,1,-,30/07/2016
492,31038,ACCIDENT,ABOUT LANDING GEAR,CAMAQUA,RS,BRAZIL,****,07/11/2007,18:00:00,YES,SERIPA-5,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
493,45856,SERIOUS INCIDENT,ABOUT PROPELLER,PRESIDENTE FIGUEIREDO,AM,BRAZIL,****,16/05/2012,19:30:00,YES,SERIPA-7,FINISHED,-,1.0,02/10/2014,0,1,-,30/07/2016
494,53254,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CAMBARA,PR,BRAZIL,****,20/05/2015,14:00:00,YES,SERIPA-5,FINISHED,-,1.0,16/11/2015,1,1,-,30/07/2016
495,45596,ACCIDENT,LOSS OF CONTROL IN THE AIR,ELISEU MARTINS,PI,BRAZIL,****,06/03/2012,12:30:00,YES,SERIPA-2,FINISHED,-,1.0,30/11/2013,2,1,-,30/07/2016
496,53374,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ITAITUBA,PA,BRAZIL,****,14/07/2015,19:30:00,YES,SERIPA-1,FINISHED,-,1.0,16/06/2016,0,1,-,30/07/2016
497,52941,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,ITAITUBA,PA,BRAZIL,SNXR,12/01/2014,20:30:00,YES,SERIPA-1,IN PROGRESS,-,-,-,0,1,1.0,30/07/2016
498,51532,ACCIDENT,FIRE ON THE GROUND,ITAITUBA,PA,BRAZIL,****,07/06/2014,13:00:00,YES,SERIPA-1,FINISHED,-,1.0,24/04/2015,0,1,-,30/07/2016
499,45058,ACCIDENT,SYSTEM / COMPONENT FAILURE,ITAITUBA,PA,BRAZIL,****,26/09/2011,18:03:00,YES,SERIPA-1,IN PROGRESS,-,-,-,0,1,-,30/07/2016
500,51009,ACCIDENT,LOSS OF CONTROL IN THE AIR,ITAITUBA,PA,BRAZIL,****,30/04/2014,22:15:00,YES,SERIPA-1,FINISHED,-,1.0,23/08/2015,0,1,-,30/07/2016
501,50321,ACCIDENT,UNKNOWN,ITAITUBA,PA,BRAZIL,****,29/10/2013,12:25:00,YES,SERIPA-1,FINISHED,-,1.0,03/06/2015,0,1,-,30/07/2016
502,42919,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ITAITUBA,PA,BRAZIL,****,15/09/2010,18:10:00,YES,SERIPA-1,FINISHED,-,1.0,23/09/2011,9,1,-,30/07/2016
503,29858,ACCIDENT,ANOTHER TYPES,ITAITUBA,PA,BRAZIL,****,13/07/2007,15:30:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
504,43473,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,ITAITUBA,PA,BRAZIL,SBIH,13/12/2010,19:25:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,1.0,30/07/2016
505,36138,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,ITAITUBA,PA,BRAZIL,****,16/03/2009,17:30:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
506,36676,ACCIDENT,SYSTEM / COMPONENT FAILURE,ITAITUBA,PA,BRAZIL,****,30/03/2009,18:20:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
507,34755,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,FELIZ NATAL,MT,BRAZIL,****,17/12/2007,18:00:00,YES,SERIPA-6,FINISHED,-,1.0,07/10/2008,4,1,-,30/07/2016
508,43043,ACCIDENT,LOSS OF CONTROL IN THE AIR,CAMBE,PR,BRAZIL,****,11/09/2010,21:13:00,UNKNOWN,SERIPA-5,-,-,-,-,0,1,-,30/07/2016
509,34656,ACCIDENT,TERRAIN COLLISION,ITUPIRANGA,PA,BRAZIL,****,11/12/2008,12:30:00,YES,SERIPA-1,FINISHED,-,1.0,27/06/2011,1,1,-,30/07/2016
510,53340,ACCIDENT,ANOTHER TYPES,CAUCAIA,CE,BRAZIL,****,26/06/2015,20:25:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
511,53360,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAUCAIA,CE,BRAZIL,****,10/07/2015,18:00:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
512,53489,ACCIDENT,LANDING WITHOUT LANDING GEAR,JACAREACANGA,PA,BRAZIL,SBEK,22/09/2015,22:15:00,YES,SERIPA-1,FINISHED,-,1.0,22/04/2016,0,1,-,30/07/2016
513,50972,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,JACAREACANGA,PA,BRAZIL,****,18/03/2014,15:50:00,YES,SERIPA-1,FINISHED,-,1.0,07/03/2016,1,1,-,30/07/2016
514,38677,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,JACAREACANGA,PA,BRAZIL,SBEK,28/10/2009,11:32:00,YES,SERIPA-1,FINISHED,-,1.0,22/03/2012,2,1,-,30/07/2016
515,44404,SERIOUS INCIDENT,TIRE BURST,JACAREACANGA,PA,BRAZIL,****,20/04/2011,10:00:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,1.0,30/07/2016
516,46438,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARTUR NOGUEIRA,SP,BRAZIL,****,02/10/2012,11:10:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
517,52282,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BOA VISTA DO TUPIM,BA,BRAZIL,****,15/09/2014,18:15:00,UNKNOWN,SERIPA-2,-,-,-,-,0,1,-,30/07/2016
518,43832,ACCIDENT,LOSS OF CONTROL IN THE AIR,PARATY,RJ,BRAZIL,SDTK,30/01/2011,22:30:00,YES,SERIPA-3,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
519,32379,ACCIDENT,SPATIAL UNAWARENESS,PARATY,RJ,BRAZIL,****,30/04/2008,22:59:00,YES,SERIPA-3,IN PROGRESS,-,-,-,1,1,-,30/07/2016
520,50132,ACCIDENT,TERRAIN COLLISION,PARATY,RJ,BRAZIL,****,10/11/2013,17:00:00,YES,SERIPA-3,IN PROGRESS,-,-,-,0,1,-,30/07/2016
521,38915,SERIOUS INCIDENT,ABOUT LANDING GEAR,SAO GABRIEL DA CACHOEIRA,AM,BRAZIL,SWQE,07/10/2009,20:05:00,YES,SERIPA-7,IN PROGRESS,-,-,-,0,1,-,30/07/2016
522,45579,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CAMPOS LINDOS,TO,BRAZIL,****,28/01/2012,18:35:00,YES,SERIPA-6,FINISHED,-,1.0,13/07/2016,0,1,-,30/07/2016
523,47980,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,FIGUEIRAO,MS,BRAZIL,****,25/04/2013,12:15:00,YES,SERIPA-4,FINISHED,-,1.0,02/09/2013,0,1,-,30/07/2016
524,29535,ACCIDENT,LOSS OF CONTROL IN THE AIR,ARUJA,SP,BRAZIL,****,15/06/2007,16:45:00,YES,SERIPA-4,FINISHED,-,1.0,01/10/2014,0,1,-,30/07/2016
525,46178,ACCIDENT,LOSS OF CONTROL ON THE GROUND,GENERAL CARNEIRO,MT,BRAZIL,****,07/07/2012,09:20:00,YES,SERIPA-6,FINISHED,-,-,-,0,1,-,30/07/2016
526,65312,ACCIDENT,TERRAIN COLLISION,CABECEIRAS,GO,BRAZIL,-,11/02/2015,11:18:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
527,46581,ACCIDENT,LOSS OF CONTROL IN THE AIR,CAMPINA GRANDE DO SUL,PR,BRAZIL,****,18/10/2012,21:00:00,UNKNOWN,SERIPA-5,-,-,-,-,0,1,-,30/07/2016
528,53225,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPINA GRANDE DO SUL,PR,BRAZIL,SBBI,05/04/2015,11:10:00,YES,SERIPA-5,FINISHED,-,1.0,16/11/2015,2,1,-,30/07/2016
529,52652,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMPINA GRANDE DO SUL,PR,BRAZIL,****,27/10/2014,16:30:00,YES,SERIPA-5,FINISHED,-,1.0,03/06/2015,0,1,-,30/07/2016
530,46612,ACCIDENT,ABOUT LANDING GEAR,CAMPINA GRANDE,PB,BRAZIL,****,23/11/2012,14:47:00,UNKNOWN,SERIPA-2,-,-,-,-,0,1,-,30/07/2016
531,46853,ACCIDENT,LANDING WITHOUT LANDING GEAR,CAMPINA GRANDE,PB,BRAZIL,SBJP,25/01/2013,14:20:00,YES,SERIPA-2,FINISHED,-,1.0,19/09/2013,5,1,-,30/07/2016
532,50919,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CAMPO BONITO,PR,BRAZIL,****,06/04/2014,10:25:00,YES,SERIPA-5,FINISHED,-,1.0,14/10/2014,0,1,-,30/07/2016
533,53149,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,TABATINGA,AM,BRAZIL,SBTT,11/03/2015,23:25:00,YES,SERIPA-7,IN PROGRESS,-,-,-,0,1,-,30/07/2016
534,34082,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BOQUIRA,BA,BRAZIL,SNBO,05/08/2008,16:05:00,YES,SERIPA-2,FINISHED,-,1.0,12/11/2010,1,1,-,30/07/2016
535,52538,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,BOQUIRA,BA,BRAZIL,SNBO,01/10/2014,14:30:00,YES,SERIPA-2,FINISHED,-,1.0,22/05/2015,1,1,1.0,30/07/2016
536,38375,ACCIDENT,LANDING ON UNPREDICTABLE PLACE,CACHOEIRA ALTA,GO,BRAZIL,****,29/06/2009,20:10:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
537,43721,ACCIDENT,ABOUT LANDING GEAR,CRATEUS,CE,BRAZIL,SNWS,15/12/2010,09:00:00,YES,SERIPA-2,FINISHED,-,1.0,28/08/2013,4,1,-,30/07/2016
538,38816,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,TAPAUA,AM,BRAZIL,****,28/11/2009,14:30:00,YES,SERIPA-7,FINISHED,-,1.0,22/04/2016,0,1,-,30/07/2016
539,44231,SERIOUS INCIDENT,ABOUT LANDING GEAR,CARUARU,PE,BRAZIL,****,11/02/2011,21:45:00,YES,SERIPA-2,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
540,47132,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,CARUARU,PE,BRAZIL,SNRU,10/03/2013,12:30:00,YES,SERIPA-2,FINISHED,-,1.0,26/08/2013,0,1,-,30/07/2016
541,45222,SERIOUS INCIDENT,AIR TRAFFIC,CARUARU,PE,BRAZIL,****,21/08/2011,11:46:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,2,-,30/07/2016
542,48014,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CARUARU,PE,BRAZIL,SNRU,11/05/2013,11:30:00,YES,SERIPA-2,FINISHED,-,1.0,29/07/2013,0,1,-,30/07/2016
543,44579,ACCIDENT,LOSS OF CONTROL IN THE AIR,CARUARU,PE,BRAZIL,****,04/06/2011,13:00:00,YES,SERIPA-2,FINISHED,-,1.0,07/07/2015,1,1,-,30/07/2016
544,45755,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CARUARU,PE,BRAZIL,SNRU,04/04/2012,10:45:00,YES,SERIPA-2,FINISHED,-,1.0,20/10/2014,0,1,-,30/07/2016
545,52813,ACCIDENT,HARD LANDING,ATIBAIA,SP,BRAZIL,SDTB,20/12/2014,21:00:00,UNKNOWN,SERIPA-4,-,-,-,-,0,1,-,30/07/2016
546,47048,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,ATIBAIA,SP,BRAZIL,SDVH,23/02/2013,17:00:00,YES,SERIPA-4,FINISHED,-,1.0,08/07/2013,0,1,1.0,30/07/2016
547,52833,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ATIBAIA,SP,BRAZIL,SDTB,16/12/2014,17:30:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,1.0,30/07/2016
548,38335,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,ATIBAIA,SP,BRAZIL,SDTB,14/07/2009,20:00:00,YES,SERIPA-4,FINISHED,-,1.0,07/08/2012,3,1,-,30/07/2016
549,53103,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,ATIBAIA,SP,BRAZIL,SDTB,24/11/2011,12:40:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
550,46253,ACCIDENT,SYSTEM / COMPONENT FAILURE,ATIBAIA,SP,BRAZIL,SDTB,16/08/2012,14:45:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
551,44140,ACCIDENT,LOSS OF CONTROL IN THE AIR,ATIBAIA,SP,BRAZIL,****,27/03/2011,20:15:00,YES,SERIPA-4,FINISHED,-,1.0,15/08/2014,1,1,-,30/07/2016
552,46336,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ATIBAIA,SP,BRAZIL,****,17/08/2012,18:10:00,YES,SERIPA-4,FINISHED,-,1.0,16/11/2015,0,1,-,30/07/2016
553,52696,SERIOUS INCIDENT,LOSS OF CONTROL IN THE AIR,ATIBAIA,SP,BRAZIL,SDTB,28/10/2014,18:20:00,YES,SERIPA-4,FINISHED,-,1.0,30/04/2015,0,1,-,30/07/2016
554,50353,ACCIDENT,LOSS OF CONTROL IN THE AIR,ATIBAIA,SP,BRAZIL,SDVH,07/12/2013,20:30:00,UNKNOWN,SERIPA-4,-,-,-,-,0,1,-,30/07/2016
555,45403,ACCIDENT,ANOTHER TYPES,ATIBAIA,SP,BRAZIL,SDTB,30/07/2011,20:30:00,YES,SERIPA-4,FINISHED,-,1.0,06/03/2015,0,1,-,30/07/2016
556,50976,ACCIDENT,FUEL STARVATION,ATIBAIA,SP,BRAZIL,SDVH,02/03/2014,16:20:00,YES,SERIPA-4,FINISHED,-,1.0,17/10/2014,0,1,-,30/07/2016
557,40554,ACCIDENT,LOSS OF CONTROL IN THE AIR,RESENDE,RJ,BRAZIL,****,27/04/2010,18:47:00,YES,SERIPA-3,FINISHED,-,1.0,17/10/2012,8,1,-,30/07/2016
558,48630,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,RESENDE,RJ,BRAZIL,SDRS,30/05/2013,16:15:00,YES,SERIPA-3,FINISHED,-,1.0,16/06/2014,0,1,-,30/07/2016
559,46919,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,RESENDE,RJ,BRAZIL,SDRS,30/01/2013,14:15:00,YES,SERIPA-3,IN PROGRESS,-,-,-,0,1,1.0,30/07/2016
560,45798,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CHAPECO,SC,BRAZIL,****,23/03/2012,21:17:00,YES,SERIPA-5,FINISHED,-,1.0,18/12/2013,0,1,-,30/07/2016
561,46418,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,GUIRATINGA,MT,BRAZIL,****,07/09/2012,13:30:00,YES,SERIPA-6,FINISHED,-,-,-,0,1,-,30/07/2016
562,44757,ACCIDENT,LOSS OF CONTROL IN THE AIR,GUIRATINGA,MT,BRAZIL,****,18/01/2007,21:00:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
563,46443,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,TEFE,AM,BRAZIL,SBTF,03/10/2012,12:35:00,YES,SERIPA-7,FINISHED,-,1.0,15/05/2015,1,1,-,30/07/2016
564,32579,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,TEFE,AM,BRAZIL,SBTF,07/06/2008,14:45:00,YES,SERIPA-7,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
565,53552,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,TEFE,AM,BRAZIL,SBTF,06/11/2015,15:04:00,YES,SERIPA-7,IN PROGRESS,-,-,-,0,1,1.0,30/07/2016
566,48727,ACCIDENT,SPATIAL UNAWARENESS,TEFE,AM,BRAZIL,****,14/06/2013,11:10:00,YES,SERIPA-7,FINISHED,-,1.0,03/06/2016,2,1,-,30/07/2016
567,47075,ACCIDENT,ABOUT WINDOWS / DOORS / WINDSHIELD,TEFE,AM,BRAZIL,SBTF,02/03/2013,12:20:00,YES,SERIPA-7,FINISHED,-,1.0,08/07/2013,0,1,1.0,30/07/2016
568,46199,ACCIDENT,FUEL STARVATION,TEFE,AM,BRAZIL,****,05/08/2012,15:00:00,YES,SERIPA-7,FINISHED,-,1.0,26/07/2013,3,1,-,30/07/2016
569,43794,ACCIDENT,LOSS OF CONTROL IN THE AIR,CAMPO LARGO,PR,BRAZIL,****,13/11/2010,18:00:00,UNKNOWN,SERIPA-5,-,-,-,-,0,1,-,30/07/2016
570,43449,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO LARGO,PR,BRAZIL,****,19/10/2010,15:40:00,YES,SERIPA-5,FINISHED,-,1.0,04/11/2011,2,1,-,30/07/2016
571,46180,ACCIDENT,UNKNOWN,AURIFLAMA,SP,BRAZIL,****,16/06/2012,19:30:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
572,51444,SERIOUS INCIDENT,LANDING BEFORE THE TRACK AREA,MARABA,PA,BRAZIL,SBMA,03/05/2014,19:02:00,YES,SERIPA-1,IN PROGRESS,-,-,-,0,1,-,30/07/2016
573,28193,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,MARABA,PA,BRAZIL,****,09/12/2006,20:20:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
574,45396,SERIOUS INCIDENT,ABOUT LANDING GEAR,MARABA,PA,BRAZIL,****,11/01/2012,11:21:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
575,30681,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,MARABA,PA,BRAZIL,SBMA,07/10/2007,20:40:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,1.0,30/07/2016
576,45390,ACCIDENT,LOW ALTITUDE MANEUVERS,CACHOEIRA DOURADA,GO,BRAZIL,****,20/01/2012,21:00:00,YES,SERIPA-6,FINISHED,-,1.0,01/10/2014,0,1,-,30/07/2016
577,26620,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,RIO BONITO,RJ,BRAZIL,****,31/03/2006,20:38:00,YES,SERIPA-3,FINISHED,-,1.0,19/03/2007,23,1,-,30/07/2016
578,26679,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CONCORDIA,SC,BRAZIL,****,12/04/2006,16:50:00,YES,SERIPA-5,IN PROGRESS,UNDEFINED,-,-,0,1,1.0,30/07/2016
579,37459,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,MACEIO,AL,BRAZIL,SBMO,18/05/2009,20:52:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
580,53488,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,MACEIO,AL,BRAZIL,****,23/09/2015,13:50:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
581,38655,ACCIDENT,FUEL STARVATION,MACEIO,AL,BRAZIL,****,19/10/2009,18:50:00,YES,SERIPA-2,FINISHED,-,1.0,29/08/2011,7,1,-,30/07/2016
582,47649,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMPO MOURAO,PR,BRAZIL,SSKM,12/04/2013,13:03:00,YES,SERIPA-5,FINISHED,-,1.0,02/06/2014,1,1,-,30/07/2016
583,53256,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CAMPO MOURAO,PR,BRAZIL,SSKM,17/05/2015,18:20:00,YES,SERIPA-5,FINISHED,-,1.0,16/11/2015,0,1,-,30/07/2016
584,53119,ACCIDENT,UNKNOWN,CAMPO MOURAO,PR,BRAZIL,****,25/02/2015,18:40:00,YES,SERIPA-5,IN PROGRESS,-,-,-,0,1,-,30/07/2016
585,27690,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMPO MOURAO,PR,BRAZIL,****,25/09/2006,17:40:00,YES,SERIPA-5,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
586,49592,ACCIDENT,LOSS OF CONTROL IN THE AIR,IGUATEMI,MS,BRAZIL,****,29/08/2013,20:00:00,YES,SERIPA-6,FINISHED,-,1.0,15/08/2014,0,1,-,30/07/2016
587,33024,SERIOUS INCIDENT,ABOUT LANDING GEAR,FORTALEZA,CE,BRAZIL,SBFZ,20/06/2008,23:33:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,1.0,30/07/2016
588,51731,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,FORTALEZA,CE,BRAZIL,****,27/06/2014,14:30:00,UNKNOWN,SERIPA-2,-,-,-,-,0,1,-,30/07/2016
589,45748,ACCIDENT,ABOUT LANDING GEAR,FORTALEZA,CE,BRAZIL,SBFZ,16/04/2012,22:50:00,YES,SERIPA-2,FINISHED,-,1.0,21/07/2014,0,1,-,30/07/2016
590,52273,ACCIDENT,ABOUT PROPELLER,FORTALEZA,CE,BRAZIL,SNFE,23/08/2014,17:34:00,YES,SERIPA-2,FINISHED,-,1.0,15/05/2015,0,1,-,30/07/2016
591,29161,SERIOUS INCIDENT,SLOW LANDING,FORTALEZA,CE,BRAZIL,SBFZ,21/04/2007,08:55:00,YES,SERIPA-7,FINISHED,-,-,-,14,1,1.0,30/07/2016
592,36795,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,FORTALEZA,CE,BRAZIL,SBFZ,29/03/2009,16:40:00,YES,SERIPA-2,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
593,50099,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,FORTALEZA,CE,BRAZIL,SBFZ,04/11/2013,14:06:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
594,37876,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CANELA,RS,BRAZIL,****,14/06/2009,20:20:00,YES,SERIPA-5,FINISHED,-,1.0,28/04/2010,8,1,-,30/07/2016
595,45329,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAIAPONIA,GO,BRAZIL,****,06/01/2011,12:00:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
596,53179,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAIAPONIA,GO,BRAZIL,****,28/03/2015,10:30:00,YES,SERIPA-6,FINISHED,-,1.0,03/06/2016,0,1,-,30/07/2016
597,29275,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,RIO CLARO,RJ,BRAZIL,****,22/12/2006,18:35:00,YES,SERIPA-3,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
598,44887,SERIOUS INCIDENT,FLUID LEAKS,MARITUBA,PA,BRAZIL,****,19/07/2011,16:30:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
599,52278,ACCIDENT,LOSS OF CONTROL IN THE AIR,CANDOI,PR,BRAZIL,****,31/08/2014,19:50:00,YES,SERIPA-5,FINISHED,-,1.0,24/04/2015,0,1,-,30/07/2016
